year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
84,44727,BEATRICE,0.1311,HEFNER DAIRY,,,,,2,1,1
85,44727,MEADOW GOLD,0.1318,ALLEN DAIRY,,,,,2,1,1
86,44727,MEADOW GOLD,0.1318,ALLEN DAIRY,,,,,2,1,1
87,44727,MEADOW GOLD,0.135,ALLEN DAIRY,HEFNER DAIRY,,,,3,1,1
88,44727,MEADOW GOLD,0.139,ALLEN DAIRY,,,,,2,1,1
89,44727,PURE SEALED DAIR,0.163,MEADOW GOLD,ALLEN DAIRY,,,,3,0,0
90,44727,PURE SEALED DAIR,0.155,ALLEN DAIRY,HEFNER DAIRY,BORDEN,,,4,0,1
83,44636,HILLSIDE,0.1225,DAIRYMENS,,,,,2,0,0
84,44636,HILLSIDE,0.1208,DAIRYMENS,,,,,2,0,1
85,44636,HILLSIDE,0.1208,DAIRYMENS,,,,,2,0,1
86,44636,DAIRYMENS,0.118,DEAN,HILLSIDE,,,,3,0,1
87,44636,DAIRYMENS,0.126,HILLSIDE,,,,,2,0,1
88,44636,DAIRYMENS,0.127,HILLSIDE,,,,,2,0,1
89,44636,HILLSIDE,0.138,DAIRYMENS,,,,,2,0,0
90,48579,ALLEN DAIRY,0.154,SPICER,,,,,2,0,1
80,48587,COLDWATER GUERNS,0.115,,,,,,1,0,1
81,48587,COLDWATER GUERNS,0.12,BEATRICE,,,,,2,0,1
82,48587,COLDWATER GUERNS,0.117,REINHARD DAIRY,,,,,2,0,1
83,48587,COLDWATER GUERNS,0.117,BEATRICE,SIDNEY DAIRY,,,,3,0,0
84,48587,BEATRICE,0.1169,COLDWATER GUERNS,,,,,2,1,1
85,48587,MEADOW GOLD,0.115,COLDWATER GUERNS,SIDNEY DAIRY,,,,3,1,1
86,48587,BEATRICE,0.1255,,,,,,1,1,1
88,48587,REINHARD DAIRY,0.1275,,,,,,1,0,1
89,48587,REINHARD DAIRY,0.1485,ALLEN DAIRY,,,,,2,0,0
90,48587,REINHARD DAIRY,0.1607,ALLEN DAIRY,,,,,2,0,1
80,48595,REINHARD DAIRY,0.1215,,,,,,1,0,1
81,48595,REINHARD DAIRY,0.132,,,,,,1,0,1
82,48595,REINHARD DAIRY,0.128,,,,,,1,0,1
83,48595,REINHARD DAIRY,0.124,ALLEN DAIRY,COLDWATER GUERNS,,,,3,0,0
84,48595,REINHARD DAIRY,0.121,ALLEN DAIRY,COLDWATER GUERNS,,,,3,0,1
85,48595,REINHARD DAIRY,0.117,ALLEN DAIRY,,,,,2,0,1
86,48595,REINHARD DAIRY,0.114,ALLEN DAIRY,,,,,2,0,1
87,48595,REINHARD DAIRY,0.145,ALLEN DAIRY,,,,,2,0,1
88,48595,REINHARD DAIRY,0.148,ALLEN DAIRY,,,,,2,0,1
89,48595,REINHARD DAIRY,0.1485,ALLEN DAIRY,,,,,2,0,0
90,48595,REINHARD DAIRY,0.1607,,,,,,1,0,1
80,44628,LOCKIE-LEE,0.129,,,,,,1,0,1
81,44628,DAIRYMENS,0.133,HILLSIDE,,,,,2,0,1
82,44628,DAIRYMENS,0.122,HILLSIDE,,,,,2,0,1
83,44628,DAIRYMENS,0.123,HILLSIDE,,,,,2,0,0
84,44628,DAIRYMENS,0.123,,,,,,1,0,1
85,44628,DAIRYMENS,0.123,,,,,,1,0,1
86,44628,DAIRYMENS,0.123,,,,,,1,0,1
87,44628,DAIRYMENS,0.123,,,,,,1,0,1
88,44628,DAIRYMENS,0.125,,,,,,1,0,1
80,48652,BROUGHTON,0.1325,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,1
81,48652,BROUGHTON,0.1375,MEADOW GOLD,TOWN & COUNTRY,UNITED DAIRY,,,4,0,1
82,48652,BROUGHTON,0.1375,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,1
83,48652,BROUGHTON,0.1325,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,0
84,48652,BROUGHTON,0.1325,TOWN & COUNTRY,,,,,2,0,1
85,48652,BROUGHTON,0.14,TOWN & COUNTRY,,,,,2,0,1
86,48652,BROUGHTON,0.132,LAKELAND,TOWN & COUNTRY,UNITED DAIRY,,,4,0,1
87,48652,BROUGHTON,0.1465,LAKELAND,TOWN & COUNTRY,UNITED DAIRY,,,4,0,1
88,48652,BROUGHTON,0.1465,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,1
89,48652,BROUGHTON,0.1475,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,0
90,48652,BROUGHTON,0.1591,TOWN & COUNTRY,UNITED DAIRY,,,,3,0,1
86,48884,BEATRICE,,,,,,,0,1,1
87,48884,BORDEN,0.122,,,,,,1,1,1
88,48884,REITER,0.1377,BORDEN,,,,,2,0,1
89,48884,BORDEN,0.1331,REITER,,,,,2,1,0
90,48884,BORDEN,0.1538,,,,,,1,1,1
80,49031,ALLEN DAIRY,0.1095,,,,,,1,0,1
81,49031,ALLEN DAIRY,0.1195,,,,,,1,0,1
82,49031,ALLEN DAIRY,0.1175,,,,,,1,0,1
83,49031,ALLEN DAIRY,0.1175,,,,,,1,0,0
84,49031,ALLEN DAIRY,0.1114,,,,,,1,0,1
85,49031,ALLEN DAIRY,0.125,,,,,,1,0,1
86,49031,ALLEN DAIRY,0.122,,,,,,1,0,1
87,49031,ALLEN DAIRY,0.1245,,,,,,1,0,1
88,49031,ALLEN DAIRY,0.1305,,,,,,1,0,1
89,49031,ALLEN DAIRY,0.1493,,,,,,1,0,0
90,49031,ALLEN DAIRY,0.153,PURE SEALED DAIR,,,,,2,0,1
80,49064,MEADOW GOLD,0.1325,,,,,,1,1,1
81,49064,MEADOW GOLD,0.125,,,,,,1,1,1
82,49064,MEADOW GOLD,0.1225,RILEY,,,,,2,1,1
83,49064,MEADOW GOLD,0.1285,ROYAL CREST,,,,,2,1,0
85,49064,MEADOW GOLD,0.127,,,,,,1,1,1
86,49064,MEADOW GOLD,,,,,,,0,1,1
87,49064,BORDEN,0.121,,,,,,1,1,1
88,49064,BORDEN,0.1285,UNITED DAIRY,,,,,2,1,1
89,49064,BORDEN,0.1335,,,,,,1,1,0
88,49536,R & J DAIRY,0.145,,,,,,1,0,1
89,49536,R & J DAIRY,0.144,,,,,,1,0,0
90,49536,R & J DAIRY,0.184,,,,,,1,0,1
87,49544,R & J DAIRY,,SCHMITT DAIRY,,,,,1,0,1
88,49544,R & J DAIRY,0.137,,,,,,1,0,1
89,49544,REITER,0.137,,,,,,1,0,0
90,49544,R & J DAIRY,0.18,LOUIS TRAUTH,,,,,2,0,1
80,49643,LAWSON DAIRY,0.14,MEADOW GOLD,,,,,2,0,1
81,49643,LAWSON DAIRY,0.148,,,,,,1,0,1
82,49643,SCHMITT DAIRY,0.1425,BORDEN,,,,,2,0,1
83,49643,SCHMITT DAIRY,0.1425,MEADOW GOLD,,,,,2,0,0
84,49643,SCHMITT DAIRY,0.1425,MEADOW GOLD,,,,,2,0,1
85,49643,SCHMITT DAIRY,0.14,,,,,,1,0,1
86,49643,SCHMITT DAIRY,0.14,MEADOW GOLD,,,,,2,0,1
87,49643,SCHMITT DAIRY,0.14,,,,,,1,0,1
88,49643,R & J DAIRY,0.129,,,,,,1,0,1
89,49643,R & J DAIRY,0.137,,,,,,1,0,0
90,49643,R & J DAIRY,0.194,,,,,,1,0,1
80,49668,LAWSON DAIRY,0.14,BORDEN,,,,,2,0,1
81,49668,LAWSON DAIRY,0.148,BORDEN,,,,,2,0,1
82,49668,BORDEN,0.129,JOHNSON'S DAIRY,ROYAL CREST,,,,3,1,1
83,49668,BORDEN,0.1249,JOHNSON'S DAIRY,ROYAL CREST,,,,3,1,0
84,49668,BORDEN,0.1385,MEADOW GOLD,JOHNSON'S DAIRY,,,,3,1,1
85,49668,MEADOW GOLD,0.1307,JOHNSON'S DAIRY,R & J DAIRY,BORDEN,,,4,1,1
86,49668,MEADOW GOLD,0.1297,JOHNSON'S DAIRY,BORDEN,,,,3,1,1
87,49668,SMITH,0.1295,JOHNSON'S DAIRY,BORDEN,,,,3,0,1
88,49668,SMITH,0.135,JOHNSON'S DAIRY,BORDEN,,,,3,0,1
89,49668,JOHNSON'S DAIRY,0.128,SMITH,BORDEN,,,,3,0,0
90,49668,JOHNSON'S DAIRY,0.1485,CLAXON DISTRIBUT,,,,,2,0,1
80,50328,SMITH,,,,,,,0,0,1
82,50328,ROYAL CREST,0.135,ROBINSON,SMITH,,,,3,0,1
83,50328,SMITH,0.1342,ROBINSON,,,,,2,0,0
84,50328,SMITH,0.1365,,,,,,1,0,1
85,50328,SMITH,0.1355,MEADOW GOLD,,,,,2,0,1
86,50328,MEADOW GOLD,0.1295,SMITH,,,,,2,1,1
87,50328,BORDEN,0.128,GARVER,,,,,2,1,1
88,50328,SMITH,0.1372,MEADOW GOLD,,,,,2,0,1
89,50328,SMITH,0.1432,GARVER DAIRY,MEADOW GOLD,,,,3,0,0
90,50328,SMITH,0.1557,,,,,,1,0,1
86,49981,SMITH,0.1355,,,,,,1,0,1
88,49981,REITER,0.1207,,,,,,1,0,1
90,49981,REITER,0.145,,,,,,1,0,1
86,50351,ALLEN DAIRY,0.119,MEADOW GOLD,,,,,2,0,1
87,50351,ALLEN DAIRY,0.122,MEADOW GOLD,PURE SEALED DAIR,,,,3,0,1
88,50351,ALLEN DAIRY,0.1305,MEADOW GOLD,PURE SEALED DAIR,,,,3,0,1
89,50351,ALLEN DAIRY,0.1393,,,,,,1,0,0
87,50906,SUPERIOR,0.1353,,,,,,1,0,1
88,50906,UNITED DAIRY,0.134,SUPERIOR,,,,,2,0,1
89,50906,UNITED DAIRY,0.144,,,,,,1,0,0
90,50906,UNITED DAIRY,0.153,,,,,,1,0,1
80,50658,MEADOW GOLD,0.1133,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
82,50658,MEADOW GOLD,0.114,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
83,50658,MEADOW GOLD,0.1131,ALLEN DAIRY,ARPS DAIRY,,,,3,1,0
84,50658,MEADOW GOLD,0.1122,ALLEN DAIRY,ARPS DAIRY,DEFIANCE DAIRY,,,4,1,1
85,50658,MEADOW GOLD,0.121,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
86,50658,MEADOW GOLD,0.1193,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
87,50658,RENZ DAIRY,0.122,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
88,50658,ALLEN DAIRY,,MEADOW GOLD,RENZ DAIRY,,,,2,0,1
89,50658,DEFIANCE DAIRY,0.136,ALLEN DAIRY,ARPS DAIRY,MEADOW GOLD,,,4,0,0
82,50948,HILLSIDE,0.13,,,,,,1,0,1
83,50948,SMITH,0.1334,,,,,,1,0,0
84,50948,HILLSIDE,0.13,SMITH,,,,,2,0,1
88,50948,DAIRYMENS,0.125,,,,,,1,0,1
80,51243,BROOKFIELD DAIRY,0.117,BORDEN,SUPERIOR,,,,3,0,1
87,51243,DEAN,0.1168,SUPERIOR,,,,,2,0,1
88,51243,DEAN,0.1202,BORDEN,,,,,2,0,1
89,51243,DEAN,0.1293,BORDEN,,,,,2,0,0
90,51243,DEAN,0.1501,51474,,,,,2,0,1
80,51532,BEATRICE,0.1105,,,,,,1,1,1
80,51607,GARVINS JERSEY F,0.1275,,,,,,1,0,1
81,51607,GARVINS JERSEY F,0.1275,,,,,,1,0,1
82,51607,DAIRY FARM,0.1195,BROUGHTON,REITER,,,,3,0,1
83,51607,DAIRY FARM,0.1185,,,,,,1,0,0
84,51607,UNITED DAIRY,,,,,,,0,0,1
85,51607,UNITED DAIRY,0.1305,BEATRICE,,,,,2,0,1
86,51607,UNITED DAIRY,0.11,BROUGHTON,,,,,2,0,1
87,51607,UNITED DAIRY,0.135,,,,,,1,0,1
88,51607,UNITED DAIRY,0.129,,,,,,1,0,1
89,51607,UNITED DAIRY,0.134,BORDEN,,,,,2,0,0
90,51607,UNITED DAIRY,0.149,BORDEN,BROUGHTON,,,,3,0,1
80,44651,TOFT DAIRY,0.1069,DRIGGS DAIRY,MEADOW GOLD,,,,3,0,1
81,44651,MEADOW GOLD,0.1114,BABCOCK DAIRY,DRIGGS DAIRY,TOFT DAIRY,,,4,1,1
82,44651,MEADOW GOLD,0.111,DRIGGS DAIRY,TOFT DAIRY,,,,3,1,1
83,44651,TOFT DAIRY,0.1015,MEADOW GOLD,,,,,2,0,0
84,44651,TOFT DAIRY,0.11,DRIGGS DAIRY,MEADOW GOLD,,,,3,0,1
85,44651,TOFT DAIRY,0.1109,DRIGGS DAIRY,MEADOW GOLD,,,,3,0,1
86,44651,TOFT DAIRY,0.1019,MEADOW GOLD,SMITH,,,,3,0,1
87,44651,TOFT DAIRY,0.1019,DRIGGS DAIRY,SMITH,,,,3,0,1
88,44651,TOFT DAIRY,0.1089,SMITH,,,,,2,0,1
89,44651,TOFT DAIRY,0.1169,SMITH,,,,,2,0,0
90,44651,TOFT DAIRY,0.144,SMITH,,,,,2,0,1
80,51698,BROUGHTON,0.1275,UNITED DAIRY,VALLEY BELL,,,,3,0,1
81,51698,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,1
82,51698,BROUGHTON,0.1375,VALLEY BELL,,,,,2,0,1
83,51698,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,0
84,51698,BROUGHTON,0.1375,VALLEY BELL,,,,,2,0,1
85,51698,BROUGHTON,0.1375,UNITED DAIRY,,,,,2,0,1
86,51698,BROUGHTON,0.1375,VALLEY BELL,,,,,2,0,1
87,51698,BROUGHTON,0.1425,VALLEY BELL,,,,,2,0,1
88,51698,BROUGHTON,0.15,,,,,,1,0,1
89,51698,BROUGHTON,0.15,VALLEY BELL,,,,,2,0,0
90,51698,BROUGHTON,0.1558,,,,,,1,0,1
80,51672,OAK FARM,0.1254,,,,,,1,0,1
81,51672,OAK FARM,0.133,,,,,,1,0,1
82,51672,MEADOW GOLD,0.114,,,,,,1,1,1
87,51672,REITER,0.119,MEADOW GOLD,,,,,2,0,1
88,51672,REITER,0.1204,ALLEN DAIRY,MEADOW GOLD,,,,3,0,1
89,51672,REITER,0.1327,ALLEN DAIRY,,,,,2,0,0
90,51672,ALLEN DAIRY,0.1493,,,,,,1,0,1
80,51714,SMITH,0.1175,,,,,,1,0,1
82,51714,SMITH,0.1247,,,,,,1,0,1
84,51714,SMITH,0.124,,,,,,1,0,1
87,51714,SMITH,0.1343,SUPERIOR,,,,,2,0,1
88,51714,SMITH,0.1284,REITER,,,,,2,0,1
89,51714,SMITH,0.1414,REITER,,,,,2,0,0
85,62109,SMITH,0.128,,,,,,1,0,1
86,62109,SMITH,0.128,REITER,,,,,2,0,1
87,62109,SMITH,0.1353,,,,,,1,0,1
90,62109,SMITH,0.1549,,,,,,1,0,1
80,46201,HOPEWELL,0.1418,,,,,,1,0,1
81,46201,ROYAL CREST,0.1358,,,,,,1,0,1
82,46201,ROYAL CREST,0.13,,,,,,1,0,1
83,46201,SIDNEY DAIRY,0.1344,,,,,,1,0,0
84,46201,SIDNEY DAIRY,0.1509,,,,,,1,0,1
85,46201,SMITH,,,,,,,0,0,1
86,46201,SMITH,0.1355,,,,,,1,0,1
87,46201,SMITH,0.1328,MEADOW GOLD,,,,,2,0,1
88,46201,SMITH,0.1438,MEADOW GOLD,,,,,2,0,1
89,46201,SMITH,0.1452,MEADOW GOLD,,,,,2,0,0
90,46201,SMITH,0.1577,REITER,,,,,2,0,1
80,44057,REITER,0.1307,,,,,,1,0,1
81,44057,REITER,0.13,,,,,,1,0,1
82,44057,REITER,0.132,DAIRYMENS,HILLSIDE,,,,3,0,1
83,44057,REITER,0.1333,HILLSIDE,,,,,2,0,0
84,44057,REITER,0.1333,HILLSIDE,SMITH,,,,3,0,1
85,44057,REITER,0.1325,HILLSIDE,,,,,2,0,1
86,44057,REITER,0.1325,HILLSIDE,SMITH,,,,3,0,1
87,44057,REITER,0.1346,SMITH,,,,,2,0,1
88,44057,REITER,0.1371,SMITH,,,,,2,0,1
89,44057,REITER,0.1502,SMITH,,,,,2,0,0
90,44057,REITER,0.1679,,,,,,1,0,1
83,44099,WAYNE DAIRY,0.123,,,,,,1,0,0
84,44099,H. MEYER,0.117,,,,,,1,1,1
85,44099,RIFFLE DISTRIBUTOR,0.12,,,,,,1,0,1
86,44099,RIFFLE DISTRIBUTOR,0.1225,,,,,,1,0,1
88,44099,RIFFLE DISTRIBUT,0.1299,,,,,,1,0,1
89,44099,RIFFLE DISTRIBUT,0.1496,,,,,,1,0,0
90,44099,RIFFLE DISTRIBUT,0.1678,,,,,,1,0,1
80,49288,H. MEYER,0.145,,,,,,1,1,1
81,49288,H. MEYER,0.112,,,,,,1,1,1
82,49288,H. MEYER,0.1245,ROYAL CREST,WAYNE DAIRY,,,,3,1,1
83,49288,H. MEYER,0.1041,LOUIS TRAUTH,ROYAL CREST,WAYNE DAIRY,,,4,1,0
84,49288,H. MEYER,0.1245,LOUIS TRAUTH,,,,,2,1,1
85,49288,H. MEYER,0.127,LOUIS TRAUTH,,,,,2,1,1
86,49288,H. MEYER,0.134,LOUIS TRAUTH,,,,,2,1,1
80,44131,TOFT DAIRY,0.1094,,,,,,1,0,1
81,44131,TOFT DAIRY,0.1112,,,,,,1,0,1
82,44131,TOFT DAIRY,0.1083,,,,,,1,0,1
83,44131,TOFT DAIRY,0.1098,,,,,,1,0,0
84,44131,TOFT DAIRY,0.1143,,,,,,1,0,1
85,44131,TOFT DAIRY,0.1141,,,,,,1,0,1
86,44131,TOFT DAIRY,0.1098,SMITH,,,,,2,0,1
87,44131,TOFT DAIRY,0.1098,SMITH,,,,,2,0,1
88,44131,TOFT DAIRY,0.1168,SMITH,,,,,2,0,1
89,44131,SMITH,0.1312,TOFT DAIRY,,,,,2,0,0
81,50260,GOSHEN,,,,,,,0,0,1
82,50260,GOSHEN,,,,,,,0,0,1
83,50260,GOSHEN,,,,,,,0,0,0
84,50260,GOSHEN,,,,,,,0,0,1
85,50260,GOSHEN,,,,,,,0,0,1
86,50260,GOSHEN,0.1272,,,,,,1,0,1
87,50260,GOSHEN,0.1288,,,,,,1,0,1
80,44149,FLAV O RICH,0.145,,,,,,1,0,1
81,44149,FLAV O RICH,0.12,,,,,,1,0,1
82,44149,FLAV O RICH,0.13,,,,,,1,0,1
83,44149,FLAV O RICH,0.125,,,,,,1,0,0
84,44149,FLAV O RICH,0.13,,,,,,1,0,1
85,44149,FLAV O RICH,0.132,,,,,,1,0,1
86,44149,FLAV O RICH,0.128,,,,,,1,0,1
87,44149,MODERN FOODS,0.129,FLAV O RICH,JOHNSON'S DAIRY,VALLEY BELL,,,4,0,1
88,44149,MODERN FOODS,0.1275,JOHNSON'S DAIRY,R & J DAIRY,VALLEY BELL,,,4,0,1
89,44149,MODERN FOODS,0.125,JOHNSON'S DAIRY,VALLEY BELL,,,,3,0,0
90,44149,MODERN FOODS,0.16,JOHNSON'S DAIRY,VALLEY BELL,,,,3,0,1
80,44156,ROYAL CREST,0.132,,,,,,1,0,1
81,44156,ROYAL CREST,0.1375,,,,,,1,0,1
82,44156,ROYAL CREST,0.1325,VALLEY BELL,,,,,2,0,1
83,44156,ROYAL CREST,0.1299,MEADOW GOLD,,,,,2,0,0
84,44156,R & J DAIRY,0.145,SCHMITT DAIRY,,,,,2,0,1
85,44156,R & J DAIRY,0.147,,,,,,1,0,1
86,44156,CLOVER LEAF,0.14,,,,,,1,0,1
87,44156,R & J DAIRY,0.146,H. MEYER,,,,,2,0,1
88,44156,LOUIS TRAUTH,0.117,R & J DAIRY,,,,,2,1,1
89,44156,R & J DAIRY,0.125,LOUIS TRAUTH,,,,,2,0,0
90,44156,R & J DAIRY,0.169,,,,,,1,0,1
84,44164,REITER,0.1265,HILLSIDE,SUPERIOR,,,,3,0,1
85,44164,REITER,0.119,HILLSIDE,SUPERIOR,,,,3,0,1
86,44164,REITER,0.1325,HILLSIDE,SUPERIOR,,,,3,0,1
87,44164,REITER,0.1346,SUPERIOR,,,,,2,0,1
88,44164,REITER,0.1207,HILLSIDE,,,,,2,0,1
89,44164,REITER,0.1502,HILLSIDE,,,,,2,0,0
90,44164,REITER,0.1529,,,,,,1,0,1
80,51375,SCHMITT DAIRY,0.136,BORDEN,ROYAL CREST,,,,3,0,1
81,51375,SCHMITT DAIRY,0.1425,,,,,,1,0,1
82,51375,SCHMITT DAIRY,,,,,,,0,0,1
83,51375,SCHMITT DAIRY,,,,,,,0,0,0
84,51375,SCHMITT DAIRY,,,,,,,0,0,1
85,51375,SCHMITT DAIRY,0.14,MEADOW GOLD,,,,,2,0,1
86,51375,SCHMITT DAIRY,0.14,,,,,,1,0,1
87,51375,SCHMITT DAIRY,0.14,R & J DAIRY,,,,,2,0,1
88,51375,R & J DAIRY,0.145,,,,,,1,0,1
89,51375,R & J DAIRY,0.144,,,,,,1,0,0
90,51375,LOUIS TRAUTH,0.175,R & J DAIRY,,,,,2,1,1
81,44305,DAIRYMENS,0.134,HILLSIDE,,,,,2,0,1
82,44305,HILLSIDE,0.1278,DAIRYMENS,,,,,2,0,1
83,44305,HILLSIDE,0.1299,DAIRYMENS,,,,,2,0,0
84,44305,DAIRYMENS,0.135,HILLSIDE,,,,,2,0,1
85,44305,DAIRYMENS,0.133,HILLSIDE,,,,,2,0,1
86,44305,DAIRYMENS,0.131,HILLSIDE,REITER,,,,3,0,1
87,44305,DAIRYMENS,0.131,,,,,,1,0,1
88,44305,DAIRYMENS,0.133,,,,,,1,0,1
81,44206,GARVINS JERSEY F,0.117,,,,,,1,0,1
82,44206,GARVINS JERSEY F,0.117,,,,,,1,0,1
83,44206,MEADOW GOLD,0.1175,GARVINS JERSEY F,ROYAL CREST,,,,3,1,0
84,44206,MEADOW GOLD,0.123,UNITED DAIRY,,,,,2,1,1
85,44206,MEADOW GOLD,0.1235,UNITED DAIRY,,,,,2,1,1
86,44206,UNITED DAIRY,0.1097,MEADOW GOLD,,,,,2,0,1
87,44206,UNITED DAIRY,0.126,BORDEN,,,,,2,0,1
88,44206,UNITED DAIRY,0.134,,,,,,1,0,1
89,44206,UNITED DAIRY,0.141,,,,,,1,0,0
90,44206,UNITED DAIRY,0.155,,,,,,1,0,1
80,47720,BABCOCK DAIRY,0.1298,SMITH,TOFT DAIRY,,,,3,0,1
81,47720,SMITH,0.1225,BABCOCK DAIRY,TOFT DAIRY,,,,3,0,1
82,47720,SMITH,,,,,,,0,0,1
83,47720,TOFT DAIRY,0.1194,SMITH,,,,,2,0,0
84,47720,TOFT DAIRY,0.1195,SMITH,,,,,2,0,1
85,47720,TOFT DAIRY,0.117,MEADOW GOLD,SMITH,,,,3,0,1
86,47720,TOFT DAIRY,0.1145,SMITH,,,,,2,0,1
87,47720,SMITH,0.1403,TOFT DAIRY,,,,,2,0,1
88,47720,TOFT DAIRY,0.125,SMITH,,,,,2,0,1
89,47720,TOFT DAIRY,0.127,SMITH,,,,,2,0,0
81,43893,GOSHEN,0.1246,,,,,,1,0,1
82,43893,GOSHEN,0.1261,,,,,,1,0,1
83,43893,GOSHEN,0.129,,,,,,1,0,0
84,43893,GOSHEN,0.13,,,,,,1,0,1
85,43893,GOSHEN,0.1272,,,,,,1,0,1
86,43893,GOSHEN,0.1272,,,,,,1,0,1
87,43893,GOSHEN,0.1288,,,,,,1,0,1
88,43893,GOSHEN,0.1298,,,,,,1,0,1
89,43893,GOSHEN,0.1388,,,,,,1,0,0
90,43893,GOSHEN,0.1539,,,,,,1,0,1
80,50336,SMITH,0.1231,,,,,,1,0,1
81,50336,SMITH,0.124,MEADOW GOLD,,,,,2,0,1
82,50336,SMITH,0.1241,,,,,,1,0,1
83,50336,SMITH,0.1297,MEADOW GOLD,,,,,2,0,0
84,50336,SMITH,0.1348,MEADOW GOLD,,,,,2,0,1
85,50336,SMITH,0.132,MEADOW GOLD,,,,,2,0,1
86,50336,SMITH,0.132,MEADOW GOLD,,,,,2,0,1
87,50336,SMITH,0.1363,,,,,,1,0,1
88,50336,SMITH,0.1346,,,,,,1,0,1
89,50336,SMITH,0.1406,,,,,,1,0,0
90,50336,SMITH,0.1526,REITER,,,,,2,0,1
80,50740,MEADOW GOLD,0.12,,,,,,1,1,1
81,50740,MEADOW GOLD,0.121,,,,,,1,1,1
82,50740,MEADOW GOLD,0.12,,,,,,1,1,1
83,50740,MEADOW GOLD,0.12,,,,,,1,1,0
84,50740,MEADOW GOLD,0.122,,,,,,1,1,1
86,50740,MEADOW GOLD,0.127,,,,,,1,1,1
87,50740,SMITH,0.1383,MEADOW GOLD,,,,,2,0,1
88,50740,SMITH,0.1384,,,,,,1,0,1
89,50740,TOFT DAIRY,0.1295,SMITH,,,,,2,0,0
80,49601,BORDEN,0.1299,LAWSON DAIRY,,,,,2,1,1
81,49601,BORDEN,0.129,LAWSON DAIRY,,,,,2,1,1
83,49601,BORDEN,0.1249,,,,,,1,1,0
84,49601,BORDEN,0.133,,,,,,1,1,1
85,49601,BORDEN,0.148,,,,,,1,1,1
86,49601,BORDEN,0.141,,,,,,1,1,1
87,49601,BORDEN,0.16,,,,,,1,1,1
88,49601,RATLIFFE DISTRBU,0.15,,,,,,1,0,1
89,49601,RATLIFFE DISTRBU,0.16,,,,,,1,0,0
90,49601,RATLIFFE DISTRBU,0.18,JOHNSON'S DAIRY,,,,,2,0,1
80,46714,MEADOW GOLD,0.116,ALLEN DIARY,ARPS DAIRY,,,,3,1,1
81,46714,MEADOW GOLD,0.116,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
82,46714,ALLEN DAIRY,0.1135,MEADOW GOLD,ARPS DAIRY,,,,3,0,1
83,46714,ALLEN DAIRY,0.1135,ALLEN DIARY,ARPS DAIRY,MEADOW GOLD,,,4,0,0
84,46714,ALLEN DAIRY,0.1114,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
85,46714,ALLEN DAIRY,0.116,ARPS DAIRY,,,,,2,0,1
86,46714,ALLEN DAIRY,0.119,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
87,46714,MEADOW GOLD,0.1226,ALLEN DAIRY,ARPS DAIRY,,,,3,1,1
88,46714,ALLEN DAIRY,0.122,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
89,46714,ALLEN DAIRY,0.133,ARPS DAIRY,,,,,2,0,0
90,46714,ALLEN DAIRY,0.148,ARPS DAIRY,,,,,2,0,1
80,50625,ALLEN DAIRY,0.1145,,,,,,1,0,1
81,50625,ALLEN DAIRY,0.1145,MEADOW GOLD,,,,,2,0,1
82,50625,ALLEN DAIRY,0.1205,MEADOW GOLD,,,,,2,0,1
83,50625,ALLEN DAIRY,0.1135,MEADOW GOLD,,,,,2,0,0
84,50625,ALLEN DAIRY,0.1114,MEADOW GOLD,,,,,2,0,1
85,50625,ALLEN DAIRY,0.129,,,,,,1,0,1
86,50625,ALLEN DAIRY,0.119,MEADOW GOLD,,,,,2,0,1
87,50625,ALLEN DAIRY,0.122,MEADOW GOLD,,,,,2,0,1
88,50625,ALLEN DAIRY,0.1275,MEADOW GOLD,,,,,2,0,1
89,50625,ALLEN DAIRY,0.1493,,,,,,1,0,0
90,50625,ALLEN DAIRY,0.153,,,,,,1,0,1
80,49502,MODEL DAIRY,0.1396,,,,,,1,0,1
81,49502,MEADOW GOLD,0.1387,,,,,,1,1,1
82,49502,SCHMITT DAIRY,0.1425,,,,,,1,0,1
83,49502,LOUIS TRAUTH,0.132,,,,,,1,1,0
84,49502,LOUIS TRAUTH,0.127,,,,,,1,1,1
85,49502,LOUIS TRAUTH,0.129,MEADOW GOLD,SCHMITT DAIRY,,,,3,1,1
86,49502,MEADOW GOLD,0.121,,,,,,1,1,1
87,49502,BORDEN,0.1235,,,,,,1,1,1
