year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
86,44081,LOUIS TRAUTH,0.1275,H. MEYER,,,,,2,1,1
87,44081,LOUIS TRAUTH,0.1325,H. MEYER,,,,,2,1,1
88,44081,LOUIS TRAUTH,0.1475,,,,,,1,1,1
89,44081,COORS BROTHERS,0.1285,H. MEYER,LOUIS TRAUTH,,,,3,1,0
90,44081,H. MEYER,0.156,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
90,44073,SMITH,0.1549,R & R,,,,,2,0,1
80,65227,GOSHEN,0.1216,,,,,,1,0,1
81,65227,GOSHEN,0.1277,,,,,,1,0,1
82,65227,GOSHEN,0.1266,,,,,,1,0,1
83,65227,GOSHEN,0.129,,,,,,1,0,0
84,65227,GOSHEN,0.13,,,,,,1,0,1
85,65227,GOSHEN,0.1272,,,,,,1,0,1
86,65227,GOSHEN,0.1272,,,,,,1,0,1
87,65227,GOSHEN,0.1288,,,,,,1,0,1
88,65227,GOSHEN,0.1298,,,,,,1,0,1
89,65227,GOSHEN,0.1388,,,,,,1,0,0
90,65227,GOSHEN,0.1512,BORDEN,,,,,2,0,1
82,43976,DAIRYMENS,0.131,SMITH,,,,,2,0,1
84,43976,DAIRYMENS,0.126,SMITH,,,,,2,0,1
86,43976,DAIRYMENS,0.124,SMITH,,,,,2,0,1
87,43976,DAIRYMENS,0.134,HILLSIDE,SMITH,,,,3,0,1
88,43976,DAIRYMENS,0.135,HILLSIDE,SMITH,,,,3,0,1
84,64964,WAYNE DAIRY,0.142,,,,,,1,0,1
85,64964,WAYNE DAIRY,0.148,,,,,,1,0,1
86,64964,WAYNE DAIRY,0.138,,,,,,1,0,1
88,64964,WAYNE DAIRY,0.152,,,,,,1,0,1
89,64964,WAYNE DAIRY,0.15,LOUIS TRAUTH,MILLER,,,,3,0,0
90,64964,WAYNE DAIRY,0.172,MILLER,,,,,2,0,1
80,50922,DAIRYMENS,,,,,,,0,0,1
81,50922,DAIRYMENS,,,,,,,0,0,1
82,50922,DAIRYMENS,,,,,,,0,0,1
83,50922,DAIRYMENS,,,,,,,0,0,0
84,50922,DAIRYMENS,,,,,,,0,0,1
85,50922,DAIRYMENS,0.129,HILLSIDE,,,,,2,0,1
86,50922,HILLSIDE,0.127,DAIRYMENS,,,,,2,0,1
87,50922,DAIRYMENS,0.129,HILLSIDE,,,,,2,0,1
88,50922,DAIRYMENS,0.131,HILLSIDE,,,,,2,0,1
80,44297,BABCOCK DAIRY,0.1081,,,,,,1,0,1
81,44297,BABCOCK DAIRY,0.112,BORDEN,SMITH,,,,3,0,1
82,44297,BABCOCK DAIRY,0.1105,BORDEN,SMITH,,,,3,0,1
83,44297,BABCOCK DAIRY,0.112,BORDEN,SMITH,,,,3,0,0
84,44297,SMITH,0.129,BABCOCK DAIRY,BORDEN,,,,3,0,1
85,44297,SMITH,0.127,SUPERIOR,,,,,2,0,1
86,44297,SMITH,0.128,BORDEN,,,,,2,0,1
87,44297,BORDEN,0.117,SMITH,,,,,2,1,1
88,44297,REITER,0.1269,BORDEN,SMITH,,,,3,0,1
89,44297,BORDEN,0.1353,REITER,SMITH,,,,3,1,0
90,44297,REITER,0.1443,BORDEN,SMITH,,,,3,0,1
80,47589,MEADOW GOLD,0.1219,NAPOLEON,,,,,2,1,1
81,47589,NAPOLEON,0.12,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
82,47589,ARPS DAIRY,0.13,BABCOCK DAIRY,MEADOW GOLD,,,,3,0,1
83,47589,BABCOCK DAIRY,0.122,ARPS DAIRY,MEADOW GOLD,,,,3,0,0
84,47589,MEADOW GOLD,0.122,ARPS DAIRY,,,,,2,1,1
85,47589,MEADOW GOLD,0.1241,ARPS DAIRY,,,,,2,1,1
86,47589,MEADOW GOLD,0.1193,ARPS DAIRY,,,,,2,1,1
87,47589,MEADOW GOLD,0.1226,ARPS DAIRY,,,,,2,1,1
88,47589,MEADOW GOLD,0.129,ARPS DAIRY,,,,,2,1,1
89,47589,MEADOW GOLD,0.147,ARPS DAIRY,,,,,2,1,0
90,47589,ARPS DAIRY,0.157,BORDEN,47019,,,,3,0,1
80,46888,DIAMOND HARMONY,0.125,,,,,,1,0,1
81,46888,MEADOW GOLD,0.1245,DIAMOND HARMONY,,,,,2,1,1
82,46888,ROYAL CREST,0.119,GARVINS JERSEY F,MEADOW GOLD,,,,3,0,1
83,46888,ROYAL CREST,0.1239,DAIRY FARM,MEADOW GOLD,,,,3,0,0
84,46888,UNITED DAIRY,0.1435,MEADOW GOLD,,,,,2,0,1
85,46888,UNITED DAIRY,0.1435,MEADOW GOLD,,,,,2,0,1
86,46888,UNITED DAIRY,0.1155,MEADOW GOLD,,,,,2,0,1
87,46888,UNITED DAIRY,0.1205,,,,,,1,0,1
88,46888,UNITED DAIRY,0.13,BORDEN,,,,,2,0,1
89,46888,UNITED DAIRY,0.141,BORDEN,,,,,2,0,0
90,46888,UNITED DAIRY,0.144,BORDEN,,,,,2,0,1
80,46961,DIAMOND HARMONY,0.123,MEADOW GOLD,,,,,2,0,1
81,46961,DIAMOND HARMONY,0.1278,MEADOW GOLD,,,,,2,0,1
82,46961,ROYAL CREST,0.1235,H. MEYER,MEADOW GOLD,,,,3,0,1
83,46961,ROYAL CREST,0.1145,BORDEN,MEADOW GOLD,,,,3,0,0
84,46961,MEADOW GOLD,0.137,H. MEYER,,,,,2,1,1
85,46961,MEADOW GOLD,0.1415,,,,,,1,1,1
86,46961,MEADOW GOLD,0.131,,,,,,1,1,1
87,46961,BORDEN,0.137,D.F.B. DISTRIBUT,H. MEYER,REITER,SMITH,,5,1,1
88,46961,SMITH,0.1375,BORDEN,H. MEYER,,,,3,0,1
89,46961,SMITH,0.1444,BORDEN,H. MEYER,,,,3,0,0
90,46961,SMITH,0.1481,,,,,,1,0,1
80,45880,LOCKIE-LEE,,,,,,,0,0,1
81,45880,BROOKFIELD DAIRY,,,,,,,0,0,1
82,45880,BROOKFIELD DAIRY,,,,,,,0,0,1
83,45880,BROOKFIELD DAIRY,0.1313,DAIRYMENS,,,,,2,0,0
84,45880,BROOKFIELD DAIRY,0.1313,,,,,,1,0,1
85,45880,DEAN,0.1309,,,,,,1,0,1
86,45880,DEAN,0.1274,DAIRYMENS,HILLSIDE,,,,3,0,1
87,45880,DEAN,0.128,HILLSIDE,,,,,2,0,1
88,45880,DAIRYMENS,0.133,DEAN,HILLSIDE,MEADOW BROOK,,,4,0,1
89,45880,DAIRYMENS,0.139,HILLSIDE,,,,,2,0,0
90,45880,DAIRYMENS,0.155,DEAN,HILLSIDE,,,,3,0,1
90,47449,REITER,0.1625,44768,,,,,2,0,1
82,47209,DAIRYMENS,0.128,HILLSIDE,,,,,2,0,1
83,47209,DAIRYMENS,0.1295,,,,,,1,0,0
84,47209,DAIRYMENS,0.1295,HILLSIDE,,,,,2,0,1
85,47209,DAIRYMENS,,,,,,,0,0,1
86,47209,DAIRYMENS,0.1295,HILLSIDE,,,,,2,0,1
87,47209,DAIRYMENS,,,,,,,0,0,1
88,47209,DAIRYMENS,0.1315,HILLSIDE,,,,,2,0,1
80,43885,MEADOW GOLD,0.1157,OAK FARMS,,,,,2,1,1
81,43885,MEADOW GOLD,0.105,OAK FARMS,,,,,2,1,1
82,43885,SMITH,0.1149,MEADOW GOLD,OAK FARMS,,,,3,0,1
83,43885,MEADOW GOLD,0.1171,,,,,,1,1,0
84,43885,MEADOW GOLD,0.1109,ALLEN DAIRY,,,,,2,1,1
85,43885,MEADOW GOLD,0.121,ALLEN DAIRY,,,,,2,1,1
86,43885,MEADOW GOLD,0.118,ALLEN DAIRY,,,,,2,1,1
87,43885,MEADOW GOLD,0.1215,ALLEN DAIRY,,,,,2,1,1
88,43885,MEADOW GOLD,0.1275,ALLEN DAIRY,,,,,2,1,1
89,43885,MEADOW GOLD,0.131,ALLEN DAIRY,,,,,2,1,0
80,50963,ALLEN DAIRY,0.1215,ARPS DAIRY,MEADOW GOLD,,,,3,0,1
81,50963,BABOCK DAIRY,0.1245,ARPS DAIRY,,,,,2,0,1
82,50963,BABCOCK DAIRY,0.1185,ARPS DAIRY,,,,,2,0,1
83,50963,BABCOCK DAIRY,0.1125,ARPS DAIRY,,,,,2,0,0
84,50963,ARPS DAIRY,0.134,MCDONALD DAIRY,,,,,2,0,1
85,50963,ARPS DAIRY,0.133,BEATRICE,,,,,2,0,1
87,50963,ARPS DAIRY,0.126,MEADOW GOLD,,,,,2,0,1
88,50963,ARPS DAIRY,0.126,,,,,,1,0,1
89,50963,ARPS DAIRY,0.146,,,,,,1,0,0
90,50963,ARPS DAIRY,0.157,,,,,,1,0,1
80,47167,LOCKIE-LEE,0.129,,,,,,1,0,1
81,47167,DAIRYMENS,0.133,,,,,,1,0,1
82,47167,DAIRYMENS,,,,,,,0,0,1
83,47167,DAIRYMENS,,,,,,,0,0,0
84,47167,DAIRYMENS,,,,,,,0,0,1
85,47167,DAIRYMENS,,,,,,,0,0,1
86,47167,DAIRYMENS,,,,,,,0,0,1
87,47167,DAIRYMENS,,,,,,,0,0,1
88,47167,DAIRYMENS,0.133,,,,,,1,0,1
80,46979,DIAMOND HARMONY,0.1225,MEADOW GOLD,,,,,2,0,1
81,46979,DIAMOND HARMONY,0.129,MEADOW GOLD,,,,,2,0,1
82,46979,ROYAL CREST,0.1225,MEADOW GOLD,,,,,2,0,1
83,46979,ROYAL CREST,0.1262,H. MEYER,WESTERVILLE DAIR,,,,3,0,0
84,46979,MEADOW GOLD,0.123,H. MEYER,,,,,2,1,1
85,46979,MEADOW GOLD,0.124,,,,,,1,1,1
86,46979,MEADOW GOLD,0.109,,,,,,1,1,1
87,46979,SMITH,0.125,H. MEYER,,,,,2,0,1
88,46979,SMITH,0.1364,H. MEYER,,,,,2,0,1
89,46979,SMITH,0.1424,,,,,,1,0,0
90,46979,SMITH,0.1549,,,,,,1,0,1
80,999995,SUPERIOR,0.1203,,,,,,1,0,1
81,999995,SUPERIOR,0.1249,,,,,,1,0,1
82,999995,SUPERIOR,0.129,,,,,,1,0,1
83,999995,SUPERIOR,0.133,,,,,,1,0,0
84,999995,SUPERIOR,0.1306,,,,,,1,0,1
85,999995,SUPERIOR,0.1314,,,,,,1,0,1
86,999995,SUPERIOR,,,,,,,0,0,1
80,46573,OBERLIN FARMS,0.118,SMITH,,,,,2,0,1
81,46573,OBERLIN FARMS,0.124,CONSUN,HILLSIDE,,,,3,0,1
82,46573,OBERLIN FARMS,0.124,CONSUN,HILLSIDE,,,,3,0,1
83,46573,OBERLIN FARMS,0.128,CONSUN,HILLSIDE,,,,3,0,0
84,46573,OBERLIN FARMS,0.128,HILLSIDE,,,,,2,0,1
85,46573,OBERLIN FARMS,0.132,HILLSIDE,,,,,2,0,1
86,46573,OBERLIN FARMS,0.132,HILLSIDE,REITER,,,,3,0,1
87,46573,OBERLIN FARMS,0.134,CONSUN,HILLSIDE,,,,3,0,1
87,50591,SMITH,0.1343,SUPERIOR,,,,,2,0,1
88,50591,SMITH,0.1354,,,,,,1,0,1
89,50591,SMITH,0.1414,,,,,,1,0,0
90,50591,SMITH,0.1535,,,,,,1,0,1
81,46847,GARVINS JERSEY F,0.1311,MEADOW GOLD,,,,,2,0,1
82,46847,GARVINS JERSEY F,0.1335,MEADOW GOLD,,,,,2,0,1
83,46847,MEADOW GOLD,0.134,FARM DAIRY,,,,,2,1,0
84,46847,WESTERVILLE,0.138,UNITED DAIRY,,,,,2,0,1
85,46847,UNITED DAIRY,0.1455,MEADOW GOLD,,,,,2,0,1
86,46847,UNITED DAIRY,0.115,BEATRICE,,,,,2,0,1
87,46847,UNITED DAIRY,0.1275,,,,,,1,0,1
88,46847,UNITED DAIRY,0.134,,,,,,1,0,1
89,46847,UNITED DAIRY,0.141,,,,,,1,0,0
90,46847,UNITED DAIRY,0.156,,,,,,1,0,1
80,49940,SUPERIOR,,,,,,,0,0,1
81,49940,SUPERIOR,,GOSHEN,,,,,1,0,1
82,49940,SUPERIOR,,,,,,,0,0,1
83,49940,SUPERIOR,,,,,,,0,0,0
84,49940,SUPERIOR,,,,,,,0,0,1
86,49940,SUPERIOR,,,,,,,0,0,1
87,49940,SUPERIOR,,,,,,,0,0,1
88,49940,REITER,0.1371,GOSHEN,SMITH,,,,3,0,1
89,49940,REITER,,,,,,,0,0,0
90,49940,GOSHEN,0.1539,REITER,SUPERIOR,,,,3,0,1
82,49817,SIDNEY DAIRY,0.1321,,,,,,1,0,1
83,49817,SIDNEY DAIRY,0.1356,,,,,,1,0,0
84,49817,SIDNEY DAIRY,0.1495,,,,,,1,0,1
86,49817,MEADOW GOLD,0.148,,,,,,1,1,1
87,49817,MEADOW GOLD,0.145,,,,,,1,1,1
88,49817,MEADOW GOLD,0.145,,,,,,1,1,1
89,49817,MEADOW GOLD,0.1506,,,,,,1,1,0
90,49817,SIDNEY DAIRY,,,,,,,0,0,1
80,50443,H. MEYER,0.142,,,,,,1,1,1
81,50443,H. MEYER,0.137,,,,,,1,1,1
82,50443,H. MEYER,0.1398,,,,,,1,1,1
83,50443,H. MEYER,0.1105,,,,,,1,1,0
84,50443,H. MEYER,0.1173,,,,,,1,1,1
85,50443,H. MEYER,0.1334,,,,,,1,1,1
86,50443,H. MEYER,0.1359,,,,,,1,1,1
87,50443,H. MEYER,0.1409,,,,,,1,1,1
84,50492,BROUGHTON,,,,,,,0,0,1
85,50492,BROUGHTON,0.1425,,,,,,1,0,1
86,50492,BROUGHTON,0.1425,,,,,,1,0,1
87,50492,BROUGHTON,0.1425,,,,,,1,0,1
88,50492,BROUGHTON,0.1425,,,,,,1,0,1
89,50492,BROUGHTON,0.15,,,,,,1,0,0
90,50492,BROUGHTON,0.1584,,,,,,1,0,1
80,51185,VALLEY BELL,0.145,,,,,,1,0,1
81,51185,JOHNSON'S DAIRY,0.155,,,,,,1,0,1
83,51185,VALLEY BELL,0.1425,,,,,,1,0,0
84,51185,JOHNSON'S DAIRY,0.145,,,,,,1,0,1
85,51185,FLAV O RICH,0.13,JOHNSON'S DAIRY,VALLEY BELL,,,,3,0,1
86,51185,MODERN FOODS,0.13,FLAV O RICH,JOHNSON'S DAIRY,VALLEY BELL,,,4,0,1
87,51185,FLAV O RICH,0.126,JOHNSON'S DAIRY,MODERN FOODS,VALLEY BELL,,,4,0,1
88,51185,MODERN FOODS,0.1225,VALLEY BELL,,,,,2,0,1
89,51185,MODERN FOODS,0.13,VALLEY BELL,,,,,2,0,0
90,51185,JOHNSON'S DAIRY,0.1595,MODERN FOODS,,,,,2,0,1
80,49106,MEADOW GOLD,,,,,,,0,1,1
81,49106,MEADOW GOLD,0.1405,,,,,,1,1,1
82,49106,MEADOW GOLD,0.139,,,,,,1,1,1
83,49106,MEADOW GOLD,0.1365,,,,,,1,1,0
84,49106,MEADOW GOLD,0.138,,,,,,1,1,1
85,49106,MEADOW GOLD,0.1395,,,,,,1,1,1
86,49106,MEADOW GOLD,0.131,,,,,,1,1,1
87,49106,BORDEN,0.14,,,,,,1,1,1
88,49106,MAPLE GROVE,,,,,,,0,0,1
89,49106,SMITH,0.1464,MAPLE GROVE,,,,,2,0,0
90,49106,UNITED DAIRY,0.156,M&D DISTRIBUTORS,,,,,2,0,1
83,51201,MEADOW GOLD,0.1275,KELLEY'S DAIRY,MAPLE GROVE,ROYAL CREST,,,4,1,0
84,51201,KELLEY'S DAIRY,0.1174,BEATRICE,MAPLE GROVE,SMITH,,,4,0,1
85,51201,MAPLE GROVE,0.1185,KELLEY'S DAIRY,SMITH,,,,3,0,1
86,51201,SMITH,0.1265,BEATRICE,KELLEY'S DAIRY,MAPLE GROVE,,,4,0,1
87,51201,MAPLE GROVE,0.127,FLEMINGS,SMITH,,,,3,0,1
88,51201,BORDEN,0.148,SMITH,FLEMINGS,,,,3,1,1
89,51201,SMITH,0.1291,FLEMINGS,MAPLE GROVE,,,,3,0,0
80,45047,MEADOW GOLD,0.1015,DIAMOND HARMONY,,,,,2,1,1
81,45047,DIAMOND HARMONY,0.1064,MEADOW GOLD,,,,,2,0,1
82,45047,MEADOW GOLD,0.107,BORDEN,H. MEYER,REITER,ROYAL CREST,,5,1,1
83,45047,MEADOW GOLD,0.1125,,,,,,1,1,0
84,45047,MEADOW GOLD,0.117,BORDEN,,,,,2,1,1
85,45047,MEADOW GOLD,0.115,,,,,,1,1,1
86,45047,MEADOW GOLD,0.107,H. MEYER,REITER,,,,3,1,1
87,45047,BORDEN,0.115,D.F.B. DISTRIBUT,REITER,SMITH,,,4,1,1
90,45047,SMITH,0.151,,,,,,1,0,1
80,44412,H. MEYER,,,,,,,0,1,1
81,44412,H. MEYER,,,,,,,0,1,1
82,44412,H. MEYER,0.135,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
83,44412,H. MEYER,0.0984,COORS BROTHERS,LOUIS TRAUTH,ROYAL CREST,,,4,1,0
84,44412,H. MEYER,0.1185,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
85,44412,H. MEYER,0.1225,BORDEN,COORS BROTHERS,LOUIS TRAUTH,,,4,1,1
86,44412,H. MEYER,0.1237,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
87,44412,H. MEYER,0.1415,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
88,44412,H. MEYER,0.1455,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
89,44412,H. MEYER,0.1265,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,0
90,44412,H. MEYER,0.163,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
80,49445,SMITH,0.1218,,,,,,1,0,1
81,49445,SMITH,0.1252,,,,,,1,0,1
82,49445,SMITH,0.1253,,,,,,1,0,1
83,49445,SMITH,0.1315,,,,,,1,0,0
84,49445,SMITH,0.133,,,,,,1,0,1
85,49445,SMITH,0.132,MEADOW GOLD,,,,,2,0,1
86,49445,SMITH,0.131,MEADOW GOLD,,,,,2,0,1
87,49445,SMITH,0.1363,,,,,,1,0,1
88,49445,SMITH,0.1374,,,,,,1,0,1
89,49445,SMITH,0.1414,,,,,,1,0,0
90,49445,SMITH,0.1535,,,,,,1,0,1
80,49437,BABCOCK DAIRY,0.111,BORDEN,SMITH,,,,3,0,1
81,49437,BABCOCK DAIRY,0.1114,SMITH,,,,,2,0,1
82,49437,BABCOCK DAIRY,0.1109,BORDEN,SMITH,,,,3,0,1
83,49437,BABCOCK DAIRY,,,,,,,0,0,0
84,49437,BABCOCK DAIRY,0.1059,SMITH,,,,,2,0,1
85,49437,SUPERIOR,0.1059,,,,,,1,0,1
86,49437,SMITH,0.1035,,,,,,1,0,1
87,49437,SMITH,0.133,,,,,,1,0,1
88,49437,SMITH,0.1343,,,,,,1,0,1
89,49437,SMITH,0.1406,,,,,,1,0,0
90,49437,SMITH,0.1588,,,,,,1,0,1
80,45062,OBERLIN FARMS,0.119,HILLSIDE,LOCKIE-LEE,SMITH,,,4,0,1
81,45062,OBERLIN FARMS,0.124,HILLSIDE,SMITH,,,,3,0,1
82,45062,OBERLIN FARMS,0.125,HILLSIDE,SMITH,,,,3,0,1
80,44321,BROUGHTON,0.1325,UNITED DAIRY,VALLEY BELL,,,,3,0,1
81,44321,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,1
82,44321,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,1
83,44321,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,0
84,44321,BROUGHTON,0.1375,UNITED DAIRY,VALLEY BELL,,,,3,0,1
85,44321,BROUGHTON,0.1425,VALLEY BELL,,,,,2,0,1
86,44321,BROUGHTON,0.1425,VALLEY BELL,,,,,2,0,1
87,44321,BROUGHTON,0.1425,VALLEY BELL,,,,,2,0,1
88,44321,BROUGHTON,0.15,,,,,,1,0,1
89,44321,BROUGHTON,0.15,VALLEY BELL,,,,,2,0,0
90,44321,BROUGHTON,0.1599,VALLEY BELL,49353,,,,3,0,1
82,49379,MEADOW GOLD,,,,,,,0,1,1
84,49379,MEADOW GOLD,0.119,,,,,,1,1,1
85,49379,MEADOW GOLD,0.1225,GROVE DAIRY,,,,,2,1,1
86,49379,MEADOW GOLD,0.119,,,,,,1,1,1
87,49379,MEADOW GOLD,0.1215,GROVE DAIRY,,,,,2,1,1
88,49379,MEADOW GOLD,0.1275,GROVE DAIRY,,,,,2,1,1
89,49379,MEADOW GOLD,0.131,GROVE DAIRY,,,,,2,1,0
90,49379,GROVE DAIRY,0.157,ARPS DAIRY,BORDEN,,,,3,0,1
80,45997,UNITED DAIRY,0.135,TOWN & COUNTRY,,,,,2,0,1
81,45997,UNITED DAIRY,0.141,BROUGHTON,GARVINS JERSEY F,JOSEPH KROB DAIR,TOWN & COUNTRY,,5,0,1
82,45997,UNITED DAIRY,0.137,BROUGHTON,JOSEPH KROB DAIR,TOWN & COUNTRY,,,4,0,1
83,45997,UNITED DAIRY,0.143,TOWN & COUNTRY,,,,,2,0,0
84,45997,UNITED DAIRY,0.143,BROUGHTON,LAKELAND,TOWN & COUNTRY,,,4,0,1
85,45997,UNITED DAIRY,0.148,TOWN & COUNTRY,,,,,2,0,1
86,45997,UNITED DAIRY,0.146,LAKELAND,TOWN & COUNTRY,,,,3,0,1
87,45997,UNITED DAIRY,0.144,LAKELAND,TOWN & COUNTRY,,,,3,0,1
88,45997,UNITED DAIRY,0.144,LAKELAND,TOWN & COUNTRY,,,,3,0,1
89,45997,UNITED DAIRY,0.154,BROUGHTON,TOWN & COUNTRY,,,,3,0,0
90,45997,UNITED DAIRY,0.163,TOWN & COUNTRY,,,,,2,0,1
82,46441,SUPERIOR,,,,,,,0,0,1
88,46441,UNITED DAIRY,0.134,TOWN & COUNTRY,,,,,2,0,1
89,46441,UNITED DAIRY,,,,,,,0,0,0
82,46458,SUPERIOR,0.129,,,,,,1,0,1
83,46458,SUPERIOR,0.133,,,,,,1,0,0
84,46458,SUPERIOR,0.1306,,,,,,1,0,1
85,46458,SUPERIOR,0.1314,,,,,,1,0,1
86,46458,SUPERIOR,0.1314,BORDEN,MELHORN,,,,3,0,1
87,46458,SUPERIOR,0.1353,GOSHEN,,,,,2,0,1
88,46458,UNITED DAIRY,0.134,DEAN,GOSHEN,,,,3,0,1
89,46458,DEAN,0.1404,GOSHEN,UNITED DAIRY,,,,3,0,0
90,46458,UNITED DAIRY,0.153,DEAN,GOSHEN,,,,3,0,1
80,46474,GOSHEN,0.1216,,,,,,1,0,1
81,46474,GOSHEN,0.1246,MEADOW GOLD,,,,,2,0,1
82,46474,GOSHEN,0.1266,MEADOW GOLD,,,,,2,0,1
83,46474,GOSHEN,0.129,MEADOW GOLD,,,,,2,0,0
84,46474,GOSHEN,0.13,MEADOW GOLD,,,,,2,0,1
85,46474,GOSHEN,0.1272,MEADOW GOLD,,,,,2,0,1
86,46474,GOSHEN,0.1272,MEADOW GOLD,,,,,2,0,1
87,46474,GOSHEN,0.1288,SUPERIOR,,,,,2,0,1
88,46474,GOSHEN,0.1298,,,,,,1,0,1
89,46474,GOSHEN,0.1388,,,,,,1,0,0
90,46474,GOSHEN,0.1512,,,,,,1,0,1
80,46524,MEADOW GOLD,0.1161,,,,,,1,1,1
81,46524,MEADOW GOLD,0.114,,,,,,1,1,1
82,46524,MEADOW GOLD,,,,,,,0,1,1
83,46524,MEADOW GOLD,,,,,,,0,1,0
84,46524,MEADOW GOLD,,,,,,,0,1,1
85,46524,MEADOW GOLD,,,,,,,0,1,1
86,46524,SMITH,,,,,,,0,0,1
87,46524,SMITH,,,,,,,0,0,1
88,46524,SMITH,,,,,,,0,0,1
80,46904,GARVINS JERSEY F,0.135,DIAMOND HARMONY,MEADOW GOLD,,,,3,0,1
81,46904,GARVINS JERSEY F,0.1225,,,,,,1,0,1
83,46904,DAIRY FARM,0.12,,,,,,1,0,0
84,46904,UNITED DAIRY,0.1303,,,,,,1,0,1
85,46904,UNITED DAIRY,0.1323,,,,,,1,0,1
86,46904,UNITED DAIRY,0.109,,,,,,1,0,1
87,46904,UNITED DAIRY,,,,,,,0,0,1
88,46904,UNITED DAIRY,0.139,,,,,,1,0,1
89,46904,UNITED DAIRY,0.1365,,,,,,1,0,0
90,46904,UNITED DAIRY,0.1515,,,,,,1,0,1
85,46995,MEADOW GOLD,0.124,,,,,,1,1,1
90,46995,SMITH,0.1578,BORDEN,,,,,2,0,1
80,45500,H. MEYER,,,,,,,0,1,1
81,45500,H. MEYER,,,,,,,0,1,1
82,45500,H. MEYER,0.14,,,,,,1,1,1
83,45500,H. MEYER,0.0998,,,,,,1,1,0
84,45500,H. MEYER,0.1275,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
85,45500,H. MEYER,0.1395,LOUIS TRAUTH,,,,,2,1,1
86,45500,H. MEYER,0.144,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
87,45500,H. MEYER,0.1475,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
88,45500,H. MEYER,0.1475,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
89,45500,H. MEYER,0.1251,LOUIS TRAUTH,,,,,2,1,0
90,45500,H. MEYER,0.156,COORS BROTHERS,LOUIS TRAUTH,,,,3,1,1
81,45674,BEATRICE,,,,,,,0,1,1
82,45674,BEATRICE,,,,,,,0,1,1
83,45674,BEATRICE,,,,,,,0,1,0
80,44370,HILLSIDE,0.122,EUCLID-RACE,,,,,2,0,1
81,44370,HILLSIDE,0.126,EUCLID-RACE,,,,,2,0,1
82,44370,HILLSIDE,0.1249,EUCLID-RACE,,,,,2,0,1
83,44370,HILLSIDE,0.126,DAIRYMENS,,,,,2,0,0
84,44370,DAIRYMENS,0.124,HILLSIDE,,,,,2,0,1
85,44370,DAIRYMENS,0.123,HILLSIDE,,,,,2,0,1
86,44370,DAIRYMENS,0.122,HILLSIDE,,,,,2,0,1
87,44370,DAIRYMENS,0.122,,,,,,1,0,1
88,44370,DAIRYMENS,0.123,,,,,,1,0,1
80,44610,MEADOW GOLD,0.125,REITER,SMITH,,,,3,1,1
81,44610,SMITH,0.1205,MEADOW GOLD,,,,,2,0,1
82,44610,SMITH,0.118,,,,,,1,0,1
83,44610,SMITH,0.1227,SUPERIOR,,,,,2,0,0
84,44610,SMITH,0.122,,,,,,1,0,1
85,44610,SMITH,0.121,SUPERIOR,,,,,2,0,1
86,44610,SMITH,0.121,REITER,SUPERIOR,,,,3,0,1
87,44610,SMITH,0.1353,SUPERIOR,,,,,2,0,1
88,44610,SMITH,0.1346,REITER,,,,,2,0,1
89,44610,SMITH,0.1406,REITER,,,,,2,0,0
90,44610,SMITH,0.1526,,,,,,1,0,1
80,44354,REITER,0.125,SUPERIOR,,,,,2,0,1
81,44354,REITER,0.12,SUPERIOR,,,,,2,0,1
82,44354,REITER,0.134,SUPERIOR,,,,,2,0,1
83,44354,REITER,0.1265,SUPERIOR,,,,,2,0,0
84,44354,REITER,0.1265,,,,,,1,0,1
85,44354,REITER,0.119,,,,,,1,0,1
86,44354,REITER,0.12,SMITH,,,,,2,0,1
87,44354,REITER,0.1182,SMITH,,,,,2,0,1
88,44354,REITER,0.1371,SMITH,,,,,2,0,1
89,44354,REITER,0.1502,SMITH,,,,,2,0,0
90,44354,REITER,0.1679,,,,,,1,0,1
80,44784,SIDNEY DAIRY,0.1329,BEATRICE,,,,,2,0,1
81,44784,SIDNEY DAIRY,0.1309,BEATRICE,,,,,2,0,1
82,44784,SIDNEY DAIRY,,,,,,,0,0,1
83,44784,SIDNEY DAIRY,0.1356,BEATRICE,,,,,2,0,0
84,44784,SIDNEY DAIRY,0.1495,BEATRICE,,,,,2,0,1
85,44784,BEATRICE,0.1318,SIDNEY DAIRY,,,,,2,1,1
